Tr C(WL),Tr C(LEVEL)[LINEAR]
2161.4,1.32E-04
2161.6,1.32E-04
2161.8,1.32E-04
2162,1.32E-04
2162.2,1.32E-04
2162.4,1.32E-04
2162.6,1.31E-04
2162.8,1.31E-04
2163,1.30E-04
2163.2,1.30E-04
2163.4,1.29E-04
2163.6,1.29E-04
2163.8,1.29E-04
2164,1.29E-04
2164.2,1.28E-04
2164.4,1.27E-04
2164.6,1.27E-04
2164.8,1.26E-04
2165,1.26E-04
2165.2,1.26E-04
2165.4,1.26E-04
2165.6,1.26E-04
2165.8,1.25E-04
2166,1.25E-04
2166.2,1.24E-04
2166.4,1.24E-04
2166.6,1.24E-04
2166.8,1.23E-04
2167,1.23E-04
2167.2,1.22E-04
2167.4,1.21E-04
2167.6,1.21E-04
2167.8,1.21E-04
2168,1.21E-04
2168.2,1.20E-04
2168.4,1.20E-04
2168.6,1.19E-04
2168.8,1.19E-04
2169,1.18E-04
2169.2,1.18E-04
2169.4,1.18E-04
2169.6,1.18E-04
2169.8,1.17E-04
2170,1.17E-04
2170.2,1.17E-04
2170.4,1.16E-04
2170.6,1.15E-04
2170.8,1.15E-04
2171,1.15E-04
2171.2,1.14E-04
2171.4,1.14E-04
2171.6,1.13E-04
2171.8,1.12E-04
2172,1.12E-04
2172.2,1.11E-04
2172.4,1.11E-04
2172.6,1.11E-04
2172.8,1.11E-04
2173,1.11E-04
2173.2,1.10E-04
2173.4,1.10E-04
2173.6,1.09E-04
2173.8,1.09E-04
2174,1.09E-04
2174.2,1.08E-04
2174.4,1.08E-04
2174.6,1.07E-04
2174.8,1.07E-04
2175,1.06E-04
2175.2,1.06E-04
2175.4,1.06E-04
2175.6,1.05E-04
2175.8,1.05E-04
2176,1.05E-04
2176.2,1.04E-04
2176.4,1.04E-04
2176.6,1.03E-04
2176.8,1.03E-04
2177,1.03E-04
2177.2,1.03E-04
2177.4,1.03E-04
2177.6,1.02E-04
2177.8,1.02E-04
2178,1.01E-04
2178.2,1.01E-04
2178.4,1.01E-04
2178.6,1.00E-04
2178.8,1.00E-04
2179,9.97E-05
2179.2,9.90E-05
2179.4,9.88E-05
2179.6,9.82E-05
2179.8,9.80E-05
2180,9.81E-05
2180.2,9.79E-05
2180.4,9.78E-05
2180.6,9.76E-05
2180.8,9.73E-05
2181,9.72E-05
2181.2,9.71E-05
2181.4,9.70E-05
2181.6,9.70E-05
2181.8,9.65E-05
2182,9.60E-05
2182.2,9.57E-05
2182.4,9.50E-05
2182.6,9.47E-05
2182.8,9.44E-05
2183,9.44E-05
2183.2,9.42E-05
2183.4,9.41E-05
2183.6,9.38E-05
2183.8,9.36E-05
2184,9.34E-05
2184.2,9.33E-05
2184.4,9.33E-05
2184.6,9.32E-05
2184.8,9.31E-05
2185,9.29E-05
2185.2,9.25E-05
2185.4,9.21E-05
2185.6,9.19E-05
2185.8,9.17E-05
2186,9.16E-05
2186.2,9.15E-05
2186.4,9.12E-05
2186.6,9.08E-05
2186.8,9.04E-05
2187,9.01E-05
2187.2,9.01E-05
2187.4,9.02E-05
2187.6,9.03E-05
2187.8,9.03E-05
2188,9.01E-05
2188.2,8.99E-05
2188.4,8.96E-05
2188.6,8.94E-05
2188.8,8.93E-05
2189,8.93E-05
2189.2,8.93E-05
2189.4,8.91E-05
2189.6,8.87E-05
2189.8,8.83E-05
2190,8.81E-05
2190.2,8.79E-05
2190.4,8.79E-05
2190.6,8.78E-05
2190.8,8.79E-05
2191,8.76E-05
2191.2,8.72E-05
2191.4,8.71E-05
2191.6,8.68E-05
2191.8,8.68E-05
2192,8.71E-05
2192.2,8.72E-05
2192.4,8.72E-05
2192.6,8.70E-05
2192.8,8.67E-05
2193,8.65E-05
2193.2,8.63E-05
2193.4,8.61E-05
2193.6,8.60E-05
2193.8,8.56E-05
2194,8.52E-05
2194.2,8.49E-05
2194.4,8.46E-05
2194.6,8.44E-05
2194.8,8.45E-05
2195,8.45E-05
2195.2,8.46E-05
2195.4,8.46E-05
2195.6,8.46E-05
2195.8,8.45E-05
2196,8.40E-05
2196.2,8.39E-05
2196.4,8.38E-05
2196.6,8.38E-05
2196.8,8.36E-05
2197,8.33E-05
2197.2,8.30E-05
2197.4,8.26E-05
2197.6,8.22E-05
2197.8,8.22E-05
2198,8.21E-05
2198.2,8.21E-05
2198.4,8.22E-05
2198.6,8.22E-05
2198.8,8.19E-05
2199,8.16E-05
2199.2,8.15E-05
2199.4,8.16E-05
2199.6,8.15E-05
2199.8,8.15E-05
2200,8.13E-05
2200.2,8.10E-05
2200.4,8.05E-05
2200.6,8.02E-05
2200.8,7.99E-05
2201,7.96E-05
2201.2,7.98E-05
2201.4,7.95E-05
2201.6,7.92E-05
2201.8,7.89E-05
2202,7.85E-05
2202.2,7.81E-05
2202.4,7.80E-05
2202.6,7.79E-05
2202.8,7.79E-05
2203,7.79E-05
2203.2,7.77E-05
2203.4,7.75E-05
2203.6,7.73E-05
2203.8,7.69E-05
2204,7.69E-05
2204.2,7.66E-05
2204.4,7.62E-05
2204.6,7.60E-05
2204.8,7.56E-05
2205,7.49E-05
2205.2,7.46E-05
2205.4,7.45E-05
2205.6,7.42E-05
2205.8,7.42E-05
2206,7.40E-05
2206.2,7.38E-05
2206.4,7.36E-05
2206.6,7.30E-05
2206.8,7.29E-05
2207,7.29E-05
2207.2,7.26E-05
2207.4,7.25E-05
2207.6,7.24E-05
2207.8,7.19E-05
2208,7.15E-05
2208.2,7.12E-05
2208.4,7.09E-05
2208.6,7.07E-05
2208.8,7.04E-05
2209,7.03E-05
2209.2,7.00E-05
2209.4,6.95E-05
2209.6,6.91E-05
2209.8,6.89E-05
2210,6.85E-05
2210.2,6.83E-05
2210.4,6.84E-05
2210.6,6.81E-05
2210.8,6.79E-05
2211,6.77E-05
2211.2,6.74E-05
2211.4,6.71E-05
2211.6,6.68E-05
2211.8,6.66E-05
2212,6.66E-05
2212.2,6.62E-05
2212.4,6.59E-05
2212.6,6.55E-05
2212.8,6.51E-05
2213,6.47E-05
2213.2,6.45E-05
2213.4,6.40E-05
2213.6,6.38E-05
2213.8,6.38E-05
2214,6.34E-05
2214.2,6.32E-05
2214.4,6.30E-05
2214.6,6.28E-05
2214.8,6.27E-05
2215,6.26E-05
2215.2,6.25E-05
2215.4,6.23E-05
2215.6,6.19E-05
2215.8,6.15E-05
2216,6.14E-05
2216.2,6.10E-05
2216.4,6.09E-05
2216.6,6.07E-05
2216.8,6.05E-05
2217,6.03E-05
2217.2,6.00E-05
2217.4,5.95E-05
2217.6,5.95E-05
2217.8,5.93E-05
2218,5.91E-05
2218.2,5.91E-05
2218.4,5.90E-05
2218.6,5.88E-05
2218.8,5.85E-05
2219,5.83E-05
2219.2,5.80E-05
2219.4,5.78E-05
2219.6,5.78E-05
2219.8,5.76E-05
2220,5.75E-05
2220.2,5.73E-05
2220.4,5.70E-05
2220.6,5.66E-05
2220.8,5.65E-05
2221,5.63E-05
2221.2,5.62E-05
2221.4,5.61E-05
2221.6,5.60E-05
2221.8,5.58E-05
2222,5.56E-05
2222.2,5.54E-05
2222.4,5.53E-05
2222.6,5.54E-05
2222.8,5.55E-05
2223,5.55E-05
2223.2,5.54E-05
2223.4,5.51E-05
2223.6,5.49E-05
2223.8,5.46E-05
2224,5.43E-05
2224.2,5.43E-05
2224.4,5.41E-05
2224.6,5.41E-05
2224.8,5.39E-05
2225,5.37E-05
2225.2,5.36E-05
2225.4,5.34E-05
2225.6,5.35E-05
2225.8,5.35E-05
2226,5.36E-05
2226.2,5.35E-05
2226.4,5.35E-05
2226.6,5.34E-05
2226.8,5.32E-05
2227,5.31E-05
2227.2,5.31E-05
2227.4,5.31E-05
2227.6,5.31E-05
2227.8,5.30E-05
2228,5.30E-05
2228.2,5.28E-05
2228.4,5.27E-05
2228.6,5.25E-05
2228.8,5.24E-05
2229,5.24E-05
2229.2,5.25E-05
2229.4,5.25E-05
2229.6,5.25E-05
2229.8,5.25E-05
2230,5.25E-05
2230.2,5.24E-05
2230.4,5.24E-05
2230.6,5.25E-05
2230.8,5.24E-05
2231,5.24E-05
2231.2,5.22E-05
2231.4,5.20E-05
2231.6,5.19E-05
2231.8,5.19E-05
2232,5.20E-05
2232.2,5.20E-05
2232.4,5.20E-05
2232.6,5.20E-05
2232.8,5.19E-05
2233,5.17E-05
2233.2,5.17E-05
2233.4,5.17E-05
2233.6,5.19E-05
2233.8,5.18E-05
2234,5.19E-05
2234.2,5.20E-05
2234.4,5.20E-05
2234.6,5.20E-05
2234.8,5.21E-05
2235,5.20E-05
2235.2,5.20E-05
2235.4,5.23E-05
2235.6,5.22E-05
2235.8,5.21E-05
2236,5.20E-05
2236.2,5.17E-05
2236.4,5.16E-05
2236.6,5.15E-05
2236.8,5.16E-05
2237,5.17E-05
2237.2,5.16E-05
2237.4,5.17E-05
2237.6,5.16E-05
2237.8,5.16E-05
2238,5.15E-05
2238.2,5.17E-05
2238.4,5.17E-05
2238.6,5.18E-05
2238.8,5.18E-05
2239,5.17E-05
2239.2,5.15E-05
2239.4,5.13E-05
2239.6,5.13E-05
2239.8,5.12E-05
2240,5.12E-05
2240.2,5.12E-05
2240.4,5.12E-05
2240.6,5.11E-05
2240.8,5.09E-05
2241,5.07E-05
2241.2,5.07E-05
2241.4,5.07E-05
2241.6,5.08E-05
2241.8,5.10E-05
2242,5.10E-05
2242.2,5.09E-05
2242.4,5.07E-05
2242.6,5.07E-05
2242.8,5.05E-05
2243,5.06E-05
2243.2,5.05E-05
2243.4,5.05E-05
2243.6,5.06E-05
2243.8,5.04E-05
2244,5.02E-05
2244.2,5.01E-05
2244.4,5.00E-05
2244.6,4.98E-05
2244.8,4.98E-05
2245,4.97E-05
2245.2,4.96E-05
2245.4,4.96E-05
2245.6,4.94E-05
2245.8,4.93E-05
2246,4.92E-05
2246.2,4.91E-05
2246.4,4.92E-05
2246.6,4.91E-05
2246.8,4.90E-05
2247,4.88E-05
2247.2,4.86E-05
2247.4,4.85E-05
2247.6,4.83E-05
2247.8,4.81E-05
2248,4.81E-05
2248.2,4.81E-05
2248.4,4.80E-05
2248.6,4.78E-05
2248.8,4.77E-05
2249,4.74E-05
2249.2,4.73E-05
2249.4,4.72E-05
2249.6,4.72E-05
2249.8,4.72E-05
2250,4.72E-05
2250.2,4.69E-05
2250.4,4.67E-05
2250.6,4.65E-05
2250.8,4.64E-05
2251,4.62E-05
2251.2,4.61E-05
2251.4,4.62E-05
2251.6,4.61E-05
2251.8,4.57E-05
2252,4.55E-05
2252.2,4.54E-05
2252.4,4.52E-05
2252.6,4.52E-05
2252.8,4.52E-05
2253,4.51E-05
2253.2,4.48E-05
2253.4,4.47E-05
2253.6,4.45E-05
2253.8,4.42E-05
2254,4.40E-05
2254.2,4.41E-05
2254.4,4.40E-05
2254.6,4.39E-05
2254.8,4.38E-05
2255,4.36E-05
2255.2,4.34E-05
2255.4,4.31E-05
2255.6,4.29E-05
2255.8,4.28E-05
2256,4.27E-05
2256.2,4.26E-05
2256.4,4.23E-05
2256.6,4.20E-05
2256.8,4.18E-05
2257,4.16E-05
2257.2,4.14E-05
2257.4,4.13E-05
2257.6,4.13E-05
2257.8,4.13E-05
2258,4.12E-05
2258.2,4.11E-05
2258.4,4.09E-05
2258.6,4.06E-05
2258.8,4.04E-05
2259,4.02E-05
2259.2,4.01E-05
2259.4,4.00E-05
2259.6,3.99E-05
2259.8,3.98E-05
2260,3.95E-05
2260.2,3.92E-05
2260.4,3.91E-05
2260.6,3.89E-05
2260.8,3.89E-05
2261,3.89E-05
2261.2,3.87E-05
2261.4,3.85E-05
2261.6,3.84E-05
2261.8,3.83E-05
2262,3.81E-05
2262.2,3.81E-05
2262.4,3.80E-05
2262.6,3.80E-05
2262.8,3.78E-05
2263,3.77E-05
2263.2,3.75E-05
2263.4,3.72E-05
2263.6,3.70E-05
2263.8,3.69E-05
2264,3.68E-05
2264.2,3.68E-05
2264.4,3.67E-05
2264.6,3.67E-05
2264.8,3.64E-05
2265,3.62E-05
2265.2,3.61E-05
2265.4,3.60E-05
2265.6,3.59E-05
2265.8,3.59E-05
2266,3.59E-05
2266.2,3.58E-05
2266.4,3.57E-05
2266.6,3.56E-05
2266.8,3.55E-05
2267,3.55E-05
2267.2,3.55E-05
2267.4,3.55E-05
2267.6,3.54E-05
2267.8,3.53E-05
2268,3.51E-05
2268.2,3.49E-05
2268.4,3.47E-05
2268.6,3.47E-05
2268.8,3.47E-05
2269,3.47E-05
2269.2,3.48E-05
2269.4,3.46E-05
2269.6,3.46E-05
2269.8,3.46E-05
2270,3.43E-05
2270.2,3.43E-05
2270.4,3.44E-05
2270.6,3.44E-05
2270.8,3.44E-05
2271,3.44E-05
2271.2,3.43E-05
2271.4,3.43E-05
2271.6,3.40E-05
2271.8,3.40E-05
2272,3.41E-05
2272.2,3.40E-05
2272.4,3.40E-05
2272.6,3.39E-05
2272.8,3.37E-05
2273,3.37E-05
2273.2,3.37E-05
2273.4,3.37E-05
2273.6,3.38E-05
2273.8,3.38E-05
2274,3.39E-05
2274.2,3.40E-05
2274.4,3.38E-05
2274.6,3.38E-05
2274.8,3.36E-05
2275,3.36E-05
2275.2,3.37E-05
2275.4,3.37E-05
2275.6,3.37E-05
2275.8,3.38E-05
2276,3.37E-05
2276.2,3.36E-05
2276.4,3.35E-05
2276.6,3.34E-05
2276.8,3.35E-05
2277,3.34E-05
2277.2,3.35E-05
2277.4,3.37E-05
2277.6,3.36E-05
2277.8,3.37E-05
2278,3.37E-05
2278.2,3.35E-05
2278.4,3.35E-05
2278.6,3.36E-05
2278.8,3.36E-05
2279,3.38E-05
2279.2,3.37E-05
2279.4,3.37E-05
2279.6,3.35E-05
2279.8,3.34E-05
2280,3.35E-05
2280.2,3.35E-05
2280.4,3.35E-05
2280.6,3.36E-05
2280.8,3.36E-05
2281,3.35E-05
2281.2,3.34E-05
2281.4,3.33E-05
2281.6,3.33E-05
2281.8,3.34E-05
2282,3.34E-05
2282.2,3.36E-05
2282.4,3.36E-05
2282.6,3.35E-05
2282.8,3.34E-05
2283,3.33E-05
2283.2,3.33E-05
2283.4,3.33E-05
2283.6,3.33E-05
2283.8,3.34E-05
2284,3.34E-05
2284.2,3.33E-05
2284.4,3.32E-05
2284.6,3.31E-05
2284.8,3.30E-05
2285,3.30E-05
2285.2,3.31E-05
2285.4,3.31E-05
2285.6,3.30E-05
2285.8,3.31E-05
2286,3.29E-05
2286.2,3.27E-05
2286.4,3.27E-05
2286.6,3.27E-05
2286.8,3.28E-05
2287,3.28E-05
2287.2,3.29E-05
2287.4,3.29E-05
2287.6,3.28E-05
2287.8,3.26E-05
2288,3.24E-05
2288.2,3.23E-05
2288.4,3.23E-05
2288.6,3.24E-05
2288.8,3.23E-05
2289,3.21E-05
2289.2,3.21E-05
2289.4,3.19E-05
2289.6,3.17E-05
2289.8,3.17E-05
2290,3.17E-05
2290.2,3.18E-05
2290.4,3.18E-05
2290.6,3.18E-05
2290.8,3.16E-05
2291,3.14E-05
2291.2,3.13E-05
2291.4,3.11E-05
2291.6,3.11E-05
2291.8,3.10E-05
2292,3.11E-05
2292.2,3.09E-05
2292.4,3.08E-05
2292.6,3.07E-05
2292.8,3.05E-05
2293,3.04E-05
2293.2,3.04E-05
2293.4,3.04E-05
2293.6,3.04E-05
2293.8,3.03E-05
2294,3.01E-05
2294.2,3.00E-05
2294.4,2.98E-05
2294.6,2.97E-05
2294.8,2.97E-05
2295,2.96E-05
2295.2,2.96E-05
2295.4,2.95E-05
2295.6,2.93E-05
2295.8,2.92E-05
2296,2.90E-05
2296.2,2.88E-05
2296.4,2.88E-05
2296.6,2.86E-05
2296.8,2.85E-05
2297,2.84E-05
2297.2,2.82E-05
2297.4,2.82E-05
2297.6,2.79E-05
2297.8,2.78E-05
2298,2.78E-05
2298.2,2.76E-05
2298.4,2.75E-05
2298.6,2.74E-05
2298.8,2.74E-05
2299,2.72E-05
2299.2,2.72E-05
2299.4,2.70E-05
2299.6,2.68E-05
2299.8,2.66E-05
2300,2.64E-05
2300.2,2.64E-05
2300.4,2.63E-05
2300.6,2.62E-05
2300.8,2.59E-05
2301,2.58E-05
2301.2,2.56E-05
2301.4,2.53E-05
2301.6,2.52E-05
2301.8,2.51E-05
2302,2.50E-05
2302.2,2.49E-05
2302.4,2.49E-05
2302.6,2.47E-05
2302.8,2.45E-05
2303,2.43E-05
2303.2,2.41E-05
2303.4,2.40E-05
2303.6,2.40E-05
2303.8,2.39E-05
2304,2.38E-05
2304.2,2.35E-05
2304.4,2.34E-05
2304.6,2.30E-05
2304.8,2.28E-05
2305,2.28E-05
2305.2,2.27E-05
2305.4,2.27E-05
2305.6,2.25E-05
2305.8,2.22E-05
2306,2.20E-05
2306.2,2.18E-05
2306.4,2.17E-05
2306.6,2.17E-05
2306.8,2.17E-05
2307,2.16E-05
2307.2,2.16E-05
2307.4,2.13E-05
2307.6,2.11E-05
2307.8,2.09E-05
2308,2.07E-05
2308.2,2.07E-05
2308.4,2.07E-05
2308.6,2.06E-05
2308.8,2.05E-05
2309,2.02E-05
2309.2,2.00E-05
2309.4,1.97E-05
2309.6,1.96E-05
2309.8,1.96E-05
2310,1.96E-05
2310.2,1.96E-05
2310.4,1.95E-05
2310.6,1.93E-05
2310.8,1.91E-05
2311,1.90E-05
2311.2,1.89E-05
2311.4,1.89E-05
2311.6,1.89E-05
2311.8,1.88E-05
2312,1.87E-05
2312.2,1.85E-05
2312.4,1.84E-05
2312.6,1.84E-05
2312.8,1.83E-05
2313,1.83E-05
2313.2,1.82E-05
2313.4,1.80E-05
2313.6,1.78E-05
2313.8,1.77E-05
2314,1.77E-05
2314.2,1.77E-05
2314.4,1.78E-05
2314.6,1.77E-05
2314.8,1.74E-05
2315,1.72E-05
2315.2,1.72E-05
2315.4,1.72E-05
2315.6,1.73E-05
2315.8,1.73E-05
2316,1.74E-05
2316.2,1.72E-05
2316.4,1.69E-05
2316.6,1.66E-05
2316.8,1.66E-05
2317,1.67E-05
2317.2,1.69E-05
2317.4,1.69E-05
2317.6,1.68E-05
2317.8,1.65E-05
2318,1.62E-05
2318.2,1.61E-05
2318.4,1.62E-05
2318.6,1.65E-05
2318.8,1.65E-05
2319,1.66E-05
2319.2,1.64E-05
2319.4,1.60E-05
2319.6,1.58E-05
2319.8,1.58E-05
2320,1.60E-05
2320.2,1.63E-05
2320.4,1.65E-05
2320.6,1.64E-05
2320.8,1.61E-05
2321,1.58E-05
2321.2,1.58E-05
2321.4,1.59E-05
2321.6,1.61E-05
2321.8,1.62E-05
2322,1.61E-05
2322.2,1.59E-05
2322.4,1.57E-05
2322.6,1.56E-05
2322.8,1.57E-05
2323,1.59E-05
2323.2,1.61E-05
2323.4,1.61E-05
2323.6,1.59E-05
2323.8,1.56E-05
2324,1.56E-05
2324.2,1.57E-05
2324.4,1.59E-05
2324.6,1.62E-05
2324.8,1.62E-05
2325,1.60E-05
2325.2,1.57E-05
2325.4,1.56E-05
2325.6,1.56E-05
2325.8,1.59E-05
2326,1.62E-05
2326.2,1.64E-05
2326.4,1.60E-05
2326.6,1.57E-05
2326.8,1.54E-05
2327,1.54E-05
2327.2,1.58E-05
2327.4,1.62E-05
2327.6,1.65E-05
2327.8,1.63E-05
2328,1.59E-05
2328.2,1.55E-05
2328.4,1.55E-05
2328.6,1.58E-05
2328.8,1.63E-05
2329,1.66E-05
2329.2,1.66E-05
2329.4,1.62E-05
2329.6,1.57E-05
2329.8,1.57E-05
2330,1.58E-05
2330.2,1.63E-05
2330.4,1.67E-05
2330.6,1.67E-05
2330.8,1.63E-05
2331,1.58E-05
2331.2,1.57E-05
2331.4,1.59E-05
2331.6,1.64E-05
2331.8,1.69E-05
2332,1.70E-05
2332.2,1.66E-05
2332.4,1.61E-05
2332.6,1.59E-05
2332.8,1.61E-05
2333,1.67E-05
2333.2,1.72E-05
2333.4,1.73E-05
2333.6,1.68E-05
2333.8,1.62E-05
2334,1.60E-05
2334.2,1.62E-05
2334.4,1.68E-05
2334.6,1.75E-05
2334.8,1.76E-05
2335,1.72E-05
2335.2,1.65E-05
2335.4,1.60E-05
2335.6,1.63E-05
2335.8,1.71E-05
2336,1.80E-05
2336.2,1.82E-05
2336.4,1.77E-05
2336.6,1.69E-05
2336.8,1.63E-05
2337,1.66E-05
2337.2,1.74E-05
2337.4,1.84E-05
2337.6,1.87E-05
2337.8,1.82E-05
2338,1.74E-05
2338.2,1.67E-05
2338.4,1.69E-05
2338.6,1.77E-05
2338.8,1.86E-05
2339,1.89E-05
2339.2,1.85E-05
2339.4,1.75E-05
2339.6,1.68E-05
2339.8,1.71E-05
2340,1.81E-05
2340.2,1.90E-05
2340.4,1.94E-05
2340.6,1.87E-05
2340.8,1.76E-05
2341,1.70E-05
2341.2,1.73E-05
2341.4,1.85E-05
2341.6,1.97E-05
2341.8,1.99E-05
2342,1.91E-05
2342.2,1.78E-05
2342.4,1.70E-05
2342.6,1.74E-05
2342.8,1.88E-05
2343,2.01E-05
2343.2,2.04E-05
2343.4,1.94E-05
2343.6,1.79E-05
2343.8,1.72E-05
2344,1.77E-05
2344.2,1.92E-05
2344.4,2.05E-05
2344.6,2.07E-05
2344.8,1.96E-05
2345,1.80E-05
2345.2,1.73E-05
2345.4,1.81E-05
2345.6,1.98E-05
2345.8,2.12E-05
2346,2.13E-05
2346.2,2.01E-05
2346.4,1.84E-05
2346.6,1.77E-05
2346.8,1.85E-05
2347,2.03E-05
2347.2,2.18E-05
2347.4,2.17E-05
2347.6,2.02E-05
2347.8,1.84E-05
2348,1.78E-05
2348.2,1.91E-05
2348.4,2.13E-05
2348.6,2.27E-05
2348.8,2.25E-05
2349,2.06E-05
2349.2,1.87E-05
2349.4,1.82E-05
2349.6,1.97E-05
2349.8,2.23E-05
2350,2.39E-05
2350.2,2.33E-05
2350.4,2.11E-05
2350.6,1.91E-05
2350.8,1.90E-05
2351,2.09E-05
2351.2,2.36E-05
2351.4,2.52E-05
2351.6,2.42E-05
2351.8,2.16E-05
2352,1.95E-05
2352.2,1.97E-05
2352.4,2.22E-05
2352.6,2.54E-05
2352.8,2.67E-05
2353,2.53E-05
2353.2,2.24E-05
2353.4,2.03E-05
2353.6,2.11E-05
2353.8,2.43E-05
2354,2.75E-05
2354.2,2.84E-05
2354.4,2.61E-05
2354.6,2.28E-05
2354.8,2.11E-05
2355,2.27E-05
2355.2,2.67E-05
2355.4,3.01E-05
2355.6,3.02E-05
2355.8,2.72E-05
2356,2.35E-05
2356.2,2.23E-05
2356.4,2.49E-05
2356.6,2.96E-05
2356.8,3.26E-05
2357,3.18E-05
2357.2,2.78E-05
2357.4,2.41E-05
2357.6,2.38E-05
2357.8,2.77E-05
2358,3.29E-05
2358.2,3.54E-05
2358.4,3.33E-05
2358.6,2.85E-05
2358.8,2.51E-05
2359,2.63E-05
2359.2,3.15E-05
2359.4,3.67E-05
2359.6,3.80E-05
2359.8,3.43E-05
2360,2.89E-05
2360.2,2.65E-05
2360.4,2.94E-05
2360.6,3.59E-05
2360.8,4.10E-05
2361,4.06E-05
2361.2,3.53E-05
2361.4,2.97E-05
2361.6,2.87E-05
2361.8,3.36E-05
2362,4.06E-05
2362.2,4.45E-05
2362.4,4.20E-05
2362.6,3.54E-05
2362.8,3.05E-05
2363,3.18E-05
2363.2,3.88E-05
2363.4,4.62E-05
2363.6,4.82E-05
2363.8,4.34E-05
2364,3.60E-05
2364.2,3.24E-05
2364.4,3.61E-05
2364.6,4.43E-05
2364.8,5.06E-05
2365,5.00E-05
2365.2,4.29E-05
2365.4,3.59E-05
2365.6,3.51E-05
2365.8,4.19E-05
2366,5.09E-05
2366.2,5.53E-05
2366.4,5.15E-05
2366.6,4.28E-05
2366.8,3.69E-05
2367,3.93E-05
2367.2,4.82E-05
2367.4,5.69E-05
2367.6,5.82E-05
2367.8,5.13E-05
2368,4.22E-05
2368.2,3.89E-05
2368.4,4.48E-05
2368.6,5.54E-05
2368.8,6.21E-05
2369,5.98E-05
2369.2,5.04E-05
2369.4,4.22E-05
2369.6,4.26E-05
2369.8,5.20E-05
2370,6.26E-05
2370.2,6.63E-05
2370.4,6.00E-05
2370.6,4.92E-05
2370.8,4.35E-05
2371,4.82E-05
2371.2,5.98E-05
2371.4,6.90E-05
2371.6,6.85E-05
2371.8,5.88E-05
2372,4.85E-05
2372.2,4.70E-05
2372.4,5.62E-05
2372.6,6.88E-05
2372.8,7.45E-05
2373,6.89E-05
2373.2,5.69E-05
2373.4,4.90E-05
2373.6,5.28E-05
2373.8,6.60E-05
2374,7.76E-05
2374.2,7.84E-05
2374.4,6.84E-05
2374.6,5.60E-05
2374.8,5.28E-05
2375,6.21E-05
2375.2,7.67E-05
2375.4,8.43E-05
2375.6,7.89E-05
2375.8,6.53E-05
2376,5.58E-05
2376.2,5.94E-05
2376.4,7.40E-05
2376.6,8.77E-05
2376.8,8.91E-05
2377,7.75E-05
2377.2,6.33E-05
2377.4,5.94E-05
2377.6,7.00E-05
2377.8,8.66E-05
2378,9.51E-05
2378.2,8.84E-05
2378.4,7.25E-05
2378.6,6.22E-05
2378.8,6.68E-05
2379,8.33E-05
2379.2,9.79E-05
2379.4,9.78E-05
2379.6,8.37E-05
2379.8,6.82E-05
2380,6.54E-05
2380.2,7.82E-05
2380.4,9.62E-05
2380.6,1.04E-04
2380.8,9.44E-05
2381,7.67E-05
2381.2,6.68E-05
2381.4,7.39E-05
2381.6,9.22E-05
2381.8,1.06E-04
2382,1.03E-04
2382.2,8.59E-05
2382.4,7.04E-05
2382.6,7.06E-05
2382.8,8.65E-05
2383,1.04E-04
2383.2,1.09E-04
2383.4,9.56E-05
2383.6,7.67E-05
2383.8,6.95E-05
2384,8.04E-05
2384.2,9.96E-05
2384.4,1.10E-04
2384.6,1.03E-04
2384.8,8.41E-05
2385,7.09E-05
2385.2,7.56E-05
2385.4,9.44E-05
2385.6,1.11E-04
2385.8,1.10E-04
2386,9.32E-05
2386.2,7.50E-05
2386.4,7.22E-05
2386.6,8.69E-05
2386.8,1.06E-04
2387,1.12E-04
2387.2,1.00E-04
2387.4,8.04E-05
2387.6,7.12E-05
2387.8,8.10E-05
2388,1.01E-04
2388.2,1.13E-04
2388.4,1.06E-04
2388.6,8.70E-05
2388.8,7.22E-05
2389,7.54E-05
2389.2,9.36E-05
2389.4,1.10E-04
2389.6,1.10E-04
2389.8,9.30E-05
2390,7.51E-05
2390.2,7.21E-05
2390.4,8.67E-05
2390.6,1.05E-04
2390.8,1.11E-04
2391,9.80E-05
2391.2,7.87E-05
2391.4,7.04E-05
2391.6,8.06E-05
2391.8,1.00E-04
2392,1.11E-04
2392.2,1.03E-04
2392.4,8.41E-05
2392.6,7.09E-05
2392.8,7.55E-05
2393,9.35E-05
2393.2,1.08E-04
2393.4,1.06E-04
2393.6,8.83E-05
2393.8,7.23E-05
2394,7.22E-05
2394.2,8.77E-05
2394.4,1.05E-04
2394.6,1.08E-04
2394.8,9.38E-05
2395,7.57E-05
2395.2,7.01E-05
2395.4,8.20E-05
2395.6,1.00E-04
2395.8,1.07E-04
2396,9.70E-05
2396.2,7.86E-05
2396.4,6.94E-05
2396.6,7.79E-05
2396.8,9.60E-05
2397,1.07E-04
2397.2,1.01E-04
2397.4,8.30E-05
2397.6,7.00E-05
2397.8,7.39E-05
2398,9.10E-05
2398.2,1.05E-04
2398.4,1.03E-04
2398.6,8.69E-05
2398.8,7.17E-05
2399,7.20E-05
2399.2,8.77E-05
2399.4,1.04E-04
2399.6,1.06E-04
2399.8,9.13E-05
2400,7.42E-05
